Tytuł,Autor,Autor (po nazwisku),Tłumacz,Okładka,Data emisji,Opis audycji,Link
Chołod,Szczepan Twardoch,Twardoch Szczepan,(brak danych),https://static.prsa.pl/images/2d8c4f41-197e-4e5d-9250-e33b8a55af1a.jpg,2022-12-18,Polskie premiery: Chołod Twardocha i Nigdzie Boryczki,"https://www.polskieradio.pl/8/2827/Artykul/3086988,polskie-premiery-cholod-twardocha-i-nigdzie-boryczki"
Nigdzie,Małgorzata Boryczka,Boryczka Małgorzata,(nie znaleziono),https://static.prsa.pl/images/2d8c4f41-197e-4e5d-9250-e33b8a55af1a.jpg,2022-12-18,Polskie premiery: Chołod Twardocha i Nigdzie Boryczki,"https://www.polskieradio.pl/8/2827/Artykul/3086988,polskie-premiery-cholod-twardocha-i-nigdzie-boryczki"
Pawełek i cała reszta,Jacek Galiński,Galiński Jacek,(brak danych),https://static.prsa.pl/images/1c664c8f-112a-4cdc-8a7c-8e676e4973e4.jpg,2022-12-11,"Pawełek i cała reszta, Wojna w Kuropatkach i Truchlin. Biała komnata. Literatura dziecięco-młodzieżowa","https://www.polskieradio.pl/8/2827/Artykul/3083370,pawelek-i-cala-reszta-wojna-w-kuropatkach-i-truchlin-biala-komnata-literatura-dzieciecomlodziezowa"
Wojna w Kuropatkach,Katarzyna Ryrych,Ryrych Katarzyna,(brak danych),https://static.prsa.pl/images/1c664c8f-112a-4cdc-8a7c-8e676e4973e4.jpg,2022-12-11,"Pawełek i cała reszta, Wojna w Kuropatkach i Truchlin. Biała komnata. Literatura dziecięco-młodzieżowa","https://www.polskieradio.pl/8/2827/Artykul/3083370,pawelek-i-cala-reszta-wojna-w-kuropatkach-i-truchlin-biala-komnata-literatura-dzieciecomlodziezowa"
Truchlin. Biała komnata,Vojtěch Matocha,Matocha Vojtěch,Anna Radwan-Żbikowska,https://static.prsa.pl/images/1c664c8f-112a-4cdc-8a7c-8e676e4973e4.jpg,2022-12-11,"Pawełek i cała reszta, Wojna w Kuropatkach i Truchlin. Biała komnata. Literatura dziecięco-młodzieżowa","https://www.polskieradio.pl/8/2827/Artykul/3083370,pawelek-i-cala-reszta-wojna-w-kuropatkach-i-truchlin-biala-komnata-literatura-dzieciecomlodziezowa"
Unicestwianie,Michel Houellebecq,Houellebecq Michel,Beata Geppert,https://static.prsa.pl/images/e117a1cf-0b01-4510-8461-bb906f007e42.jpg,2022-12-04,Unicestwianie i Bliscy - nowa proza francuska,"https://www.polskieradio.pl/8/2827/Artykul/3076824,unicestwianie-i-bliscy-nowa-proza-francuska"
Bliscy,Annie Ernaux,Ernaux Annie,(nie znaleziono),https://static.prsa.pl/images/e117a1cf-0b01-4510-8461-bb906f007e42.jpg,2022-12-04,Unicestwianie i Bliscy - nowa proza francuska,"https://www.polskieradio.pl/8/2827/Artykul/3076824,unicestwianie-i-bliscy-nowa-proza-francuska"
Rów Mariański,Jasmin Schreiber,Schreiber Jasmin,(nie znaleziono),https://static.prsa.pl/images/607eeec8-a5f8-4744-adad-5c8c3c87efdf.jpg?format=500,2022-11-27,Rów Mariański i Najskrytsza pamięć ludzi w Czytelni Dwójki,"https://www.polskieradio.pl/8/2827/Artykul/3074943,row-marianski-i-najskrytsza-pamiec-ludzi-w-czytelni-dwojki"
Najskrytsza pamięć ludzi,Mohamed Mbougar Sarr,Mbougar Sarr Mohamed,Jacek Giszczak,https://static.prsa.pl/images/607eeec8-a5f8-4744-adad-5c8c3c87efdf.jpg?format=500,2022-11-27,Rów Mariański i Najskrytsza pamięć ludzi w Czytelni Dwójki,"https://www.polskieradio.pl/8/2827/Artykul/3074943,row-marianski-i-najskrytsza-pamiec-ludzi-w-czytelni-dwojki"
Wyspa Ø,Peter Balko,Balko Peter,(nie znaleziono),https://static.prsa.pl/images/232dd405-4c5d-49ac-9fe1-773fbcc09f3d.jpg,2022-11-20,Wyspa Ø i W tej powieści wszyscy umierają. Na granicy rzeczywistości i fikcji,"https://www.polskieradio.pl/8/2827/Artykul/3071096,wyspa-ø-i-w-tej-powiesci-wszyscy-umieraja-na-granicy-rzeczywistosci-i-fikcji"
W tej powieści wszyscy umierają,Beka Adamaszwili,Adamaszwili Beka,Magdalena Nowakowska,https://static.prsa.pl/images/232dd405-4c5d-49ac-9fe1-773fbcc09f3d.jpg,2022-11-20,Wyspa Ø i W tej powieści wszyscy umierają. Na granicy rzeczywistości i fikcji,"https://www.polskieradio.pl/8/2827/Artykul/3071096,wyspa-ø-i-w-tej-powiesci-wszyscy-umieraja-na-granicy-rzeczywistosci-i-fikcji"
Banitka,Anna North,North Anna,Olga Dziedzic,https://static.prsa.pl/images/01df8d63-fa16-4c65-8f53-ffe7b6921f80.jpg,2022-11-13,Banitka i To przez ten wiatr. Młodzi autorzy sięgają po konwencję westernu,"https://www.polskieradio.pl/8/2827/Artykul/3067904,banitka-i-to-przez-ten-wiatr-mlodzi-autorzy-siegaja-po-konwencje-westernu"
To przez ten wiatr,Jakub Nowak,Nowak Jakub,(brak danych),https://static.prsa.pl/images/01df8d63-fa16-4c65-8f53-ffe7b6921f80.jpg,2022-11-13,Banitka i To przez ten wiatr. Młodzi autorzy sięgają po konwencję westernu,"https://www.polskieradio.pl/8/2827/Artykul/3067904,banitka-i-to-przez-ten-wiatr-mlodzi-autorzy-siegaja-po-konwencje-westernu"
Ruska klasyka,Daniel Majling,Majling Daniel,Weronika Gogola,https://static.prsa.pl/images/1ddf1cff-41b1-46f1-9ec5-79301ffa7986.jpg?format=500,2022-11-06,Ruska klasyka i Gogolowe disco. Środkowoeuropejski miszmasz,"https://www.polskieradio.pl/8/2827/Artykul/3065223,ruska-klasyka-i-gogolowe-disco-srodkowoeuropejski-miszmasz"
Gogolowe disco,Paavo Matsin,Matsin Paavo,Anna Michalczuk-Podlecki,https://static.prsa.pl/images/1ddf1cff-41b1-46f1-9ec5-79301ffa7986.jpg?format=500,2022-11-06,Ruska klasyka i Gogolowe disco. Środkowoeuropejski miszmasz,"https://www.polskieradio.pl/8/2827/Artykul/3065223,ruska-klasyka-i-gogolowe-disco-srodkowoeuropejski-miszmasz"
Moja żona nie tańczy. Opowiadania wybrane,Tove Ditlevsen,Ditlevsen Tove,Iwona Zimnicka,https://static.prsa.pl/images/fd859f1d-abbc-4b70-893c-ce1b56fdfd48.jpg,2022-10-27,"Moja żona nie tańczy. Opowiadania wybrane, Śmierć jeździ audi - oceniamy powieści","https://www.polskieradio.pl/8/2827/Artykul/3061113,moja-zona-nie-tanczy-opowiadania-wybrane-smierc-jezdzi-audi-oceniamy-powiesci"
Śmierć jeździ audi,Kristian Bang Foss,Bang Foss Kristian,Agata Lubowicka,https://static.prsa.pl/images/fd859f1d-abbc-4b70-893c-ce1b56fdfd48.jpg,2022-10-27,"Moja żona nie tańczy. Opowiadania wybrane, Śmierć jeździ audi - oceniamy powieści","https://www.polskieradio.pl/8/2827/Artykul/3061113,moja-zona-nie-tanczy-opowiadania-wybrane-smierc-jezdzi-audi-oceniamy-powiesci"
"Przechodząc przez próg, zagwiżdżę",Wiktoria Bieżuńska,Bieżuńska Wiktoria,(brak danych),https://static.prsa.pl/images/f13ccd22-c6c8-47e1-a3fe-cd73d83c9d0b.jpg?format=500,2022-10-23,"Przechodząc przez próg, zagwiżdżę i Zapiski wariatki. Bohaterki kontra trudna rzeczywistość","https://www.polskieradio.pl/8/2827/Artykul/3055578,przechodzac-przez-prog-zagwizdze-i-zapiski-wariatki-bohaterki-kontra-trudna-rzeczywistosc"
Zapiski wariatki,Aleksandra Młynarczyk-Gemza,Młynarczyk-Gemza Aleksandra,(brak danych),https://static.prsa.pl/images/f13ccd22-c6c8-47e1-a3fe-cd73d83c9d0b.jpg?format=500,2022-10-23,"Przechodząc przez próg, zagwiżdżę i Zapiski wariatki. Bohaterki kontra trudna rzeczywistość","https://www.polskieradio.pl/8/2827/Artykul/3055578,przechodzac-przez-prog-zagwizdze-i-zapiski-wariatki-bohaterki-kontra-trudna-rzeczywistosc"
Kramp,María José Ferrada,José Ferrada María,Tomasz Pindel,https://static.prsa.pl/images/29f1ba28-eaed-4361-8d64-f42bbf002768.jpg?format=500,2022-10-16,Kramp i Ośli brzuch. Kobiece powieści z Chile i Hiszpanii,"https://www.polskieradio.pl/8/2827/Artykul/3052909,kramp-i-osli-brzuch-kobiece-powiesci-z-chile-i-hiszpanii"
Ośli brzuch,Andrea Abreu,Abreu Andrea,Agata Ostrowska,https://static.prsa.pl/images/29f1ba28-eaed-4361-8d64-f42bbf002768.jpg?format=500,2022-10-16,Kramp i Ośli brzuch. Kobiece powieści z Chile i Hiszpanii,"https://www.polskieradio.pl/8/2827/Artykul/3052909,kramp-i-osli-brzuch-kobiece-powiesci-z-chile-i-hiszpanii"
Przemieszczenie,Margaryta Jakowenko,Jakowenko Margaryta,(nie znaleziono),https://static.prsa.pl/images/0343474b-8eed-4787-9ab2-dbd7cdd1b1ec.jpg,2022-10-09,O trudnej ukraińskiej historii,"https://www.polskieradio.pl/8/2827/Artykul/3050000,o-trudnej-ukrainskiej-historii"
Żółty książę,Wasyl Barka,Barka Wasyl,Maciej Piotrowski,https://static.prsa.pl/images/0343474b-8eed-4787-9ab2-dbd7cdd1b1ec.jpg,2022-10-09,O trudnej ukraińskiej historii,"https://www.polskieradio.pl/8/2827/Artykul/3050000,o-trudnej-ukrainskiej-historii"
Ucieczka z Chinatown,Charles Yu,Yu Charles,Aga Zano,https://static.prsa.pl/images/6bb00921-a8ae-437c-9d5f-54c6c83fff18.jpg?format=500,2022-10-02,Nowy głos literatury amerykańskiej i pożegnanie mistrza,"https://www.polskieradio.pl/8/2827/Artykul/3046326,nowy-glos-literatury-amerykanskiej-i-pozegnanie-mistrza"
Szczodrość syreny,Denis Johnson,Johnson Denis,Krzysztof Majer,https://static.prsa.pl/images/6bb00921-a8ae-437c-9d5f-54c6c83fff18.jpg?format=500,2022-10-02,Nowy głos literatury amerykańskiej i pożegnanie mistrza,"https://www.polskieradio.pl/8/2827/Artykul/3046326,nowy-glos-literatury-amerykanskiej-i-pozegnanie-mistrza"
Czarny hetman,Barbara Sadurska,Sadurska Barbara,(brak danych),https://static.prsa.pl/images/77e23515-7e8b-4572-8223-81e5cdae6c61.jpg,2022-09-26,Czarny hetman i Skrawki dla Iriny - oceniamy powieści,"https://www.polskieradio.pl/8/2827/Artykul/3042997,czarny-hetman-i-skrawki-dla-iriny-oceniamy-powiesci"
Skrawki dla Iriny,Waldemar Bawołek,Bawołek Waldemar,(brak danych),https://static.prsa.pl/images/77e23515-7e8b-4572-8223-81e5cdae6c61.jpg,2022-09-26,Czarny hetman i Skrawki dla Iriny - oceniamy powieści,"https://www.polskieradio.pl/8/2827/Artykul/3042997,czarny-hetman-i-skrawki-dla-iriny-oceniamy-powiesci"
Strefa mroku,Nona Fernández,Fernández Nona,Agata Ostrowska,https://static.prsa.pl/images/a346c5e0-03e9-4c6a-8d89-3ca520d755cc.jpg?format=500,2022-06-26,Strefa mroku i Parabole milczenia. Tajemnice Ameryki Łacińskiej,"https://www.polskieradio.pl/8/2827/Artykul/2985505,strefa-mroku-i-parabole-milczenia-tajemnice-ameryki-lacinskiej"
Parabole milczenia,Eduardo Antonio Parra,Antonio Parra Eduardo,Tomasz Pindel,https://static.prsa.pl/images/a346c5e0-03e9-4c6a-8d89-3ca520d755cc.jpg?format=500,2022-06-26,Strefa mroku i Parabole milczenia. Tajemnice Ameryki Łacińskiej,"https://www.polskieradio.pl/8/2827/Artykul/2985505,strefa-mroku-i-parabole-milczenia-tajemnice-ameryki-lacinskiej"
Empuzjon,Olga Tokarczuk,Tokarczuk Olga,(brak danych),https://static.prsa.pl/images/00364e0d-4a43-470c-b740-f6b29361c6c3.jpg?format=500,2022-06-19,"Olga Tokarczuk, Wit Szostak i ich najnowsze powieści","https://www.polskieradio.pl/8/2827/Artykul/2979310,olga-tokarczuk-wit-szostak-i-ich-najnowsze-powiesci"
Szczelinami,Wit Szostak,Szostak Wit,(nie znaleziono),https://static.prsa.pl/images/00364e0d-4a43-470c-b740-f6b29361c6c3.jpg?format=500,2022-06-19,"Olga Tokarczuk, Wit Szostak i ich najnowsze powieści","https://www.polskieradio.pl/8/2827/Artykul/2979310,olga-tokarczuk-wit-szostak-i-ich-najnowsze-powiesci"
Żywot i śmierć pana Hersha Libkina z Sacramento w stanie Kalifornia,Ishbel Szatrawska,Szatrawska Ishbel,(brak danych),https://static.prsa.pl/images/a18ccdee-5d18-4107-a431-ac9fed8bc163.jpg,2022-06-05,W więzieniu przeszłości i tożsamości,"https://www.polskieradio.pl/8/2827/Artykul/2971200,w-wiezieniu-przeszlosci-i-tozsamosci"
Matkę na obiad,Shalom Auslander,Auslander Shalom,(nie znaleziono),https://static.prsa.pl/images/a18ccdee-5d18-4107-a431-ac9fed8bc163.jpg,2022-06-05,W więzieniu przeszłości i tożsamości,"https://www.polskieradio.pl/8/2827/Artykul/2971200,w-wiezieniu-przeszlosci-i-tozsamosci"
Proste równoległe,Agata Romaniuk,Romaniuk Agata,(brak danych),https://static.prsa.pl/images/ec23e907-3e4e-4ffe-9a07-4d5645a84c93.jpg,2022-05-29,Nowości w polskiej prozie,"https://www.polskieradio.pl/8/2827/Artykul/2965217,nowosci-w-polskiej-prozie"
"Bella, ciao",Piotr Siemion,Siemion Piotr,(brak danych),https://static.prsa.pl/images/ec23e907-3e4e-4ffe-9a07-4d5645a84c93.jpg,2022-05-29,Nowości w polskiej prozie,"https://www.polskieradio.pl/8/2827/Artykul/2965217,nowosci-w-polskiej-prozie"
Sekretne życie Grety O.,Cary Fagan,Fagan Cary,Maria Jaszczurowska,https://static.prsa.pl/images/f79a2f8e-32de-4f5b-8811-960e03ea7b67.jpg?format=500,2022-05-22,Nastolatki w roli głównej i szczypta czeskiego humoru,"https://www.polskieradio.pl/8/2827/Artykul/2960597,nastolatki-w-roli-glownej-i-szczypta-czeskiego-humoru"
Przyjaciele na śmierć i życie,Andrew Norriss,Norriss Andrew,Anna Klingofer-Szostakowska,https://static.prsa.pl/images/f79a2f8e-32de-4f5b-8811-960e03ea7b67.jpg?format=500,2022-05-22,Nastolatki w roli głównej i szczypta czeskiego humoru,"https://www.polskieradio.pl/8/2827/Artykul/2960597,nastolatki-w-roli-glownej-i-szczypta-czeskiego-humoru"
Nawet myszy idą do nieba,Iva Procházková,Procházková Iva,Julia Różewicz,https://static.prsa.pl/images/f79a2f8e-32de-4f5b-8811-960e03ea7b67.jpg?format=500,2022-05-22,Nastolatki w roli głównej i szczypta czeskiego humoru,"https://www.polskieradio.pl/8/2827/Artykul/2960597,nastolatki-w-roli-glownej-i-szczypta-czeskiego-humoru"
Córeczka,Kathryn Croft,Croft Kathryn,(nie znaleziono),https://static.prsa.pl/images/49ba6f6c-2737-4f01-a10b-51bd7caa096f.jpg?format=500,2022-05-15,Kobiety wojenne,"https://www.polskieradio.pl/8/2827/Artykul/2954868,kobiety-wojenne"
"Nasze ciała, ich pole walki",Christina Lamb,Lamb Christina,(nie znaleziono),https://static.prsa.pl/images/49ba6f6c-2737-4f01-a10b-51bd7caa096f.jpg?format=500,2022-05-15,Kobiety wojenne,"https://www.polskieradio.pl/8/2827/Artykul/2954868,kobiety-wojenne"
Wybrane opowiadania,Shin'ichi Hoshi,Hoshi Shin'ichi,(nie znaleziono),https://static.prsa.pl/images/1ce445cf-96c7-4c68-9dd2-5e5eaa224e13.jpg?format=500,2022-05-08,Non-fiction i science fiction z Kraju Kwitnącej Wiśni,"https://www.polskieradio.pl/8/2827/Artykul/2952115,nonfiction-i-science-fiction-z-kraju-kwitnacej-wisni"
Porzucenie kota,Haruki Murakami,Murakami Haruki,Anna Zielińska-Elliott,https://static.prsa.pl/images/1ce445cf-96c7-4c68-9dd2-5e5eaa224e13.jpg?format=500,2022-05-08,Non-fiction i science fiction z Kraju Kwitnącej Wiśni,"https://www.polskieradio.pl/8/2827/Artykul/2952115,nonfiction-i-science-fiction-z-kraju-kwitnacej-wisni"
Świat na miarę,Nathalie Skowronek,Skowronek Nathalie,Katarzyna Marczewska,https://static.prsa.pl/images/77598920-5d79-4718-85cf-6ca1d2da2d05.jpg?format=500,2022-05-01,Historia piórem frankofonów,"https://www.polskieradio.pl/8/2827/Artykul/2946510,historia-piorem-frankofonow"
Lustro naszych smutków,Pierre Lemaitre,Lemaitre Pierre,(brak danych),https://static.prsa.pl/images/77598920-5d79-4718-85cf-6ca1d2da2d05.jpg?format=500,2022-05-01,Historia piórem frankofonów,"https://www.polskieradio.pl/8/2827/Artykul/2946510,historia-piorem-frankofonow"
Nadprzyrodzony wyraz jego rąk,Miljenko Jergović,Jergović Miljenko,Miłosz Waligórski,https://static.prsa.pl/images/df1ae766-9b69-4c3e-8d93-43bb5798dd7a.jpg?format=500,2022-04-24,Powieści rodem z Bałkanów,"https://www.polskieradio.pl/8/2827/Artykul/2942535,powiesci-rodem-z-balkanow"
Schron przeciwczasowy,Georgi Gospodinow,Gospodinow Georgi,Magdalena Pytlak,https://static.prsa.pl/images/df1ae766-9b69-4c3e-8d93-43bb5798dd7a.jpg?format=500,2022-04-24,Powieści rodem z Bałkanów,"https://www.polskieradio.pl/8/2827/Artykul/2942535,powiesci-rodem-z-balkanow"
Wyspa kobiet,Lauren Groff,Groff Lauren,Jerzy Kozłowski,https://static.prsa.pl/images/3ea60545-6512-4c37-a19f-55dd85308d55.jpg?format=500,2022-04-03,Trudem i żartem - losy odmienione,"https://www.polskieradio.pl/8/2827/Artykul/2928559,trudem-i-zartem-losy-odmienione"
Tylla,Daniel Kehlmanna,Kehlmanna Daniel,(nie znaleziono),https://static.prsa.pl/images/3ea60545-6512-4c37-a19f-55dd85308d55.jpg?format=500,2022-04-03,Trudem i żartem - losy odmienione,"https://www.polskieradio.pl/8/2827/Artykul/2928559,trudem-i-zartem-losy-odmienione"
Twoja kaczka jest moją kaczką,Deborah Eisenberg,Eisenberg Deborah,"Krzysztof Majer, Kaja Gucio",https://static.prsa.pl/images/d471dbd7-7573-4abd-8d15-1148e6e7bb07.jpg?format=500,2022-03-27,Trudne prawdy o nas samych,"https://www.polskieradio.pl/8/2827/Artykul/2925098,trudne-prawdy-o-nas-samych"
Siódmy koń. Opowiadania zebrane,Leonora Carrington,Carrington Leonora,"Michał Kłobukowski, Maryna Ochab",https://static.prsa.pl/images/d471dbd7-7573-4abd-8d15-1148e6e7bb07.jpg?format=500,2022-03-27,Trudne prawdy o nas samych,"https://www.polskieradio.pl/8/2827/Artykul/2925098,trudne-prawdy-o-nas-samych"
Cisza,Don De Lillo,De Lillo Don,(nie znaleziono),https://static.prsa.pl/images/f6dc377b-847f-4e86-bb26-17d2df968b1e.jpg?format=500,2022-03-20,Cisza i Komodo. Świat pełen chaosu,"https://www.polskieradio.pl/8/2827/Artykul/2921253,cisza-i-komodo-swiat-pelen-chaosu"
Komodo,David Vann,Vann David,Dobromiła Jankowska,https://static.prsa.pl/images/f6dc377b-847f-4e86-bb26-17d2df968b1e.jpg?format=500,2022-03-20,Cisza i Komodo. Świat pełen chaosu,"https://www.polskieradio.pl/8/2827/Artykul/2921253,cisza-i-komodo-swiat-pelen-chaosu"
Selkis,Gaja Grzegorzewska,Grzegorzewska Gaja,(brak danych),https://static.prsa.pl/images/a51d74b1-0cd5-417e-9053-8b917a61f014.jpg?format=500,2022-03-12,Starcia społeczeństw i mocarstw,"https://www.polskieradio.pl/8/2827/Artykul/2917432,starcia-spoleczenstw-i-mocarstw"
Oni,Kay Dick,Dick Kay,(nie znaleziono),https://static.prsa.pl/images/a51d74b1-0cd5-417e-9053-8b917a61f014.jpg?format=500,2022-03-12,Starcia społeczeństw i mocarstw,"https://www.polskieradio.pl/8/2827/Artykul/2917432,starcia-spoleczenstw-i-mocarstw"
Planeta Piołun,Oksana Zabużko,Zabużko Oksana,"Katarzyna Kotyńska, Anna Łazar",https://static.prsa.pl/images/ac822833-5dba-4f56-ab14-85db3e7cd119.jpg?format=500,2022-03-06,Planeta Piołun i Lutecja. Literacki głos z Ukrainy,"https://www.polskieradio.pl/8/2827/Artykul/2911709,planeta-piolun-i-lutecja-literacki-glos-z-ukrainy"
Lutecja,Jurij Wynnyczuk,Wynnyczuk Jurij,Bohdan Zadura,https://static.prsa.pl/images/ac822833-5dba-4f56-ab14-85db3e7cd119.jpg?format=500,2022-03-06,Planeta Piołun i Lutecja. Literacki głos z Ukrainy,"https://www.polskieradio.pl/8/2827/Artykul/2911709,planeta-piolun-i-lutecja-literacki-glos-z-ukrainy"
Trzeba być cicho,Agnieszka Jelonek,Jelonek Agnieszka,(brak danych),https://static.prsa.pl/images/03f166f6-5582-4026-a97d-6b7173e33b1f.jpg?format=500,2022-02-27,Tożsamości zagrożone,"https://www.polskieradio.pl/8/2827/Artykul/2906597,tozsamosci-zagrozone"
Dawki fantomowe,Wojciech Chamier-Gliszczyński,Chamier-Gliszczyński Wojciech,(brak danych),https://static.prsa.pl/images/03f166f6-5582-4026-a97d-6b7173e33b1f.jpg?format=500,2022-02-27,Tożsamości zagrożone,"https://www.polskieradio.pl/8/2827/Artykul/2906597,tozsamosci-zagrozone"
Czeski astronauta,Jaroslav Kalfař,Kalfař Jaroslav,Martyna Tomczak,https://static.prsa.pl/images/ff3c77e2-9cf8-47d6-a872-f014f1322e00.jpg?format=500,2022-02-20,Wielka historia po czesku,"https://www.polskieradio.pl/8/2827/Artykul/2902551,wielka-historia-po-czesku"
Siódmy życiorys,Ota Filip,Filip Ota,(brak danych),https://static.prsa.pl/images/ff3c77e2-9cf8-47d6-a872-f014f1322e00.jpg?format=500,2022-02-20,Wielka historia po czesku,"https://www.polskieradio.pl/8/2827/Artykul/2902551,wielka-historia-po-czesku"
Podziemie pamięci,Yōko Ogawa,Ogawa Yōko,Anna Karpiuk,https://static.prsa.pl/images/0014aedf-67e9-4622-9ba3-f05056a3be51.jpg,2022-02-13,Podziemie pamięci i Kot i Tokio. Literatura z Kraju Kwitnącej Wiśni,"https://www.polskieradio.pl/8/2827/Artykul/2898941,podziemie-pamieci-i-kot-i-tokio-literatura-z-kraju-kwitnacej-wisni"
Kot i Tokio,Taro Miura,Miura Taro,(nie znaleziono),https://static.prsa.pl/images/0014aedf-67e9-4622-9ba3-f05056a3be51.jpg,2022-02-13,Podziemie pamięci i Kot i Tokio. Literatura z Kraju Kwitnącej Wiśni,"https://www.polskieradio.pl/8/2827/Artykul/2898941,podziemie-pamieci-i-kot-i-tokio-literatura-z-kraju-kwitnacej-wisni"
Testament,Nina Wähä,Wähä Nina,(nie znaleziono),https://static.prsa.pl/images/2fe82804-b596-42bd-91c8-e196b573ff9f.jpg,2022-02-06,Historie o korzeniach i losach,"https://www.polskieradio.pl/8/2827/Artykul/2895631,historie-o-korzeniach-i-losach"
Lata,Annie Ernaux,Ernaux Annie,(nie znaleziono),https://static.prsa.pl/images/2fe82804-b596-42bd-91c8-e196b573ff9f.jpg,2022-02-06,Historie o korzeniach i losach,"https://www.polskieradio.pl/8/2827/Artykul/2895631,historie-o-korzeniach-i-losach"
Bowie w Warszawie,Dorota Masłowska,Masłowska Dorota,(brak danych),https://static.prsa.pl/images/36f1e024-d565-459c-a949-10026d8efcc1.jpg,2022-01-26,Duszno i mrocznie. Od stolicy po górskie doliny,"https://www.polskieradio.pl/8/2827/Artykul/2887354,duszno-i-mrocznie-od-stolicy-po-gorskie-doliny"
Białe noce,Urszula Honek,Honek Urszula,(brak danych),https://static.prsa.pl/images/36f1e024-d565-459c-a949-10026d8efcc1.jpg,2022-01-26,Duszno i mrocznie. Od stolicy po górskie doliny,"https://www.polskieradio.pl/8/2827/Artykul/2887354,duszno-i-mrocznie-od-stolicy-po-gorskie-doliny"
Zwierzę,Lisa Taddeo,Taddeo Lisa,(nie znaleziono),https://static.prsa.pl/images/68274e3a-aeae-4c57-a93a-0916485305ec.jpg,2022-01-16,"Między lękiem, stratą i buntem","https://www.polskieradio.pl/8/2827/Artykul/2883509,miedzy-lekiem-strata-i-buntem"
